Id,Label
163,"KWAN, TERRY"
164,"OVERRIDE/DR. GREGORY"
165,"ICEMAN/ROBERT BOBBY "
166,"THOMPSON, EUGENE FLA"
167,"THORSON, DR. WALTER"
168,"MAXWELL, MORRIS"
169,"LUMLEY, JUDY"
170,"GRANT, GLORIA GLORY"
171,"FAIRMONT, HANNAH"
172,"MCCORMICK, BARRY"
173,"TOKKOTS"
174,"STAR THIEF II"
175,"GARGOYLE II/ISAAC CH"
176,"KUBIK"
177,"CLOUD"
178,"MANSLAUGHTER"
179,"SOUTHERN, CANDY"
180,"INTERLOPER"
181,"MOONDRAGON/HEATHER D"
182,"DRAGON OF THE MOON"
183,"HUMAN TORCH/JOHNNY S"
184,"BEYONDER"
185,"DR. OCTOPUS/OTTO OCT"
186,"WARD, SEN. STEWART"
187,"BULLSEYE II/BENJAMIN"
188,"MISTER HYDE/CALVIN Z"
189,"COACHWHIP"
190,"COBRA/KLAUS VORHEES"
191,"ASP II/CLEO"
192,"BUSHMASTER II/QUINCY"
193,"FER DE LANCE/TERESA"
194,"BLACK MAMBA/TANYA SE"
195,"BLACK RACER/"
196,"ROCK PYTHON"
197,"ANACONDA/BLANCHE SIT"
198,"PUFF ADDER"
199,"BOOMSLANG/"
200,"RATTLER"
201,"COPPERHEAD III/DAVIS"
202,"MOREAU, DAVID"
203,"RANSOME, JENNIFER AM"
204,"MOREAU, PHILLIP"
205,"HAVOK/ALEX SUMMERS "
206,"WIPEOUT"
207,"DAZZLER II/ALLISON B"
208,"LONGSHOT"
209,"SUMMERS, MADELYNE MA"
210,"COLOSSUS II/PETER RA"
211,"MALICE IV"
212,"SUMMERS, NATHAN CHRI"
213,"POLARIS/LORNA DANE"
214,"MR. SINISTER/NATHAN "
215,"N'ASTIRH"
216,"GATEWAY"
217,"TILBY, TRISH/PATRICI"
218,"CONOVER, REV. WILLIA"
219,"CONOVER, HANNAH"
220,"WOLFSBANE/RAHNE SINC"
221,"WARLOCK III"
222,"SUNSPOT/ROBERTO DACO"
223,"MAGIK/ILLYANA RASPUT"
224,"MAGNETO/MAGNUS/ERIC "
225,"CANNONBALL II/SAM GU"
226,"MIRAGE II/DANIELLE M"
227,"S'YM"
228,"GRIFFITH, D.W."
229,"MACE"
230,"CAGE, LUKE/CARL LUCA"
231,"PIPELINE/CORMICK GRI"
232,"PUNCHOUT"
233,"HAWKSHAW"
234,"MOLECULE MAN/OWEN RE"
235,"JARVIS, EDWIN "
236,"GHOST RIDER II/JOHNN"
237,"ANT-MAN/DR. HENRY J."
238,"ARBOGAST, BAMBI"
239,"EGGHEAD/PROF. ELIHAS"
240,"STARR, TRIXIE TRISH"
241,"STANKOWICZ, FABIAN"
242,"HERCULES [GREEK GOD]"
243,"BLACK WIDOW/NATASHA "
244,"MOON KNIGHT/MARC SPE"
245,"DRAX/ARTHUR DOUGLAS"
246,"HARDY, MORGAN MACNEI"
247,"SPIDER-MAN CLONE/BEN"
248,"KAINE"
249,"GREGOR"
250,"RAVEN, LT. JACOB"
251,"TREVANE, DET. CONNOR"
252,"GRIM HUNTER/KRAVINOF"
253,"ELLIS, KEN"
254,"BYRNES, GAYLE WATSON"
255,"TOMBSTONE/LONNIE THO"
256,"SPIDERCIDE"
257,"JACKAL/MILES WARREN"
258,"JACK"
259,"CAPUTO, DR. JULIA"
260,"GUARDIAN IV"
261,"GREEN GOBLIN IV/PHIL"
262,"STACY, GWEN (CLONE)"
263,"BUCKNER, GRANT"
264,"STUNNER/ANGELINA BRA"
265,"TRAINER, DR. SEWARD"
266,"TRAVELLER, DR. JUDAS"
267,"TOWER, BLAKE"
268,"LOCKER, MR."
269,"HINDSIGHT LAD/CARLTO"
270,"SPEEDBALL II/DARRION"
271,"GEE/ALEX POWER"
272,"TURBO II (A)/MICHIKO"
273,"BLACK CAT/FELICIA HA"
274,"D'SPAYRE"
275,"PROUST, PAUL"
276,"MACHETE/FERDINAND LO"
277,"ZARAN/MAXIMILLIAN ZA"
278,"SILVER SABLE"
279,"TRICKSHOT"
280,"SWORDSMAN/JACQUES DU"
281,"SANDMAN/WILLIAM BAKE"
282,"PEREGRINE, LE/FRANCK"
283,"RED SKULL II/ALBERT "
284,"GUDRUN [ASGARDIAN]"
285,"VOLSTAGG"
286,"HOGUN [ASGARDIAN]"
287,"FANDRAL [ASGARDIAN]"
288,"VIZIER"
289,"ODIN [ASGARDIAN]"
290,"DOMINO III/BEATRICE/"
291,"HYDROMAN/MORRIE BENC"
292,"STILT-MAN/WILBUR DAY"
293,"BLOCKADE/DEXTER PARI"
294,"MERRYWEATHER, IRENE"
295,"BLAQUESMITH"
296,"WORTHINGTON, KATHRYN"
297,"WORTHINGTON, WARREN "
298,"VULTURE/ADRIAN TOOME"
299,"VULTURE II/BLACKIE D"
300,"OSBORN, HARRY"
301,"STACY, CAPT. GEORGE"
302,"STACY, GWEN"
303,"GREEN GOBLIN/NORMAN "
304,"SILVERMANE/SILVIO MA"
305,"GREEN GOBLIN III/BAR"
306,"PULASKI, JOSEPHINE J"
307,"SHIFFMAN, MAXIE"
308,"OSBORN, LIZ ALLAN"
309,"MCKEEVER, TINY"
310,"IONELLO, JASON"
311,"GLADIATOR II"
312,"RICHARDS, FRANKLIN B"
313,"ARISHEM [CELESTIAL]"
314,"ZIRAN"
315,"GAMMENON [CELESTIAL]"
316,"ONE ABOVE ALL [CELES"
317,"WONG"
318,"CLEA"
319,"UMAR"
320,"ALRAUNE, MARLENE"
321,"JESTER/JONATHAN POWE"
322,"DAREDEVIL/MATT MURDO"
323,"NEDDA"
324,"LANDERS, GENA"
325,"CRAWLEY, BETRAND"
326,"MANOLIS, LT. NICK"
327,"FRENCHIE/JEAN-PAUL D"
328,"BUSHMAN, RAOUL"
329,"LANDERS, RICKY"
330,"SAMUELS"
331,"LANDERS, RAY"
332,"MASTERS, ALICIA REIS"
333,"FEAR EATER/KKALLAKKU"
334,"LURKING UNKNOWN"
335,"WOLFE, SARA"
336,"DWELLER IN DARKNESS"
337,"SCARECROW II"
338,"NOX"
339,"RINTRAH"
340,"PHOBOS"
341,"DEIMOS"
342,"CHANG, IMEI"
343,"TOPAZ"
344,"DR. DRUID/ANTHONY LU"
345,"BARON BLOOD II/VICTO"
346,"BLESSING, MORGANA"
347,"PIP/PRINCE GOFERN"
348,"GAMORA"
349,"FRANKENSURFER/BORGO"
350,"VON FRANKENSTEIN, BA"
351,"DRACULA/VLAD TEPES"
352,"DR. DOOM/VICTOR VON "
353,"CERBERUS"
354,"HELA [ASGARDIAN]"
355,"FIRELORD/PYREUS KRIL"
356,"AGAMOTTO"
357,"SILVER DAGGER/ISAIAH"
358,"CAESAR, JULIUS"
359,"ZOTA"
360,"THANOS"
361,"CLEOPATRA"
362,"MEPHISTA"
363,"MEPHISTO"
364,"SATANNISH"
365,"SLOAN, DR."
366,"HOBGOBLIN III/LEFTY "
367,"HOBGOBLIN II/RODERIC"
368,"FROG-MAN II/EUGENE P"
369,"LUBENSKI, NATE"
370,"FOREIGNER/RAFAEL BAS"
371,"BANNON, LANCE"
372,"MUGGINS, MAMIE"
373,"THINKER"
374,"HOCHBERG, ROGER"
375,"LIZARD/DR. CURTIS CO"
376,"KINGSLEY, DANIEL"
377,"JAMESON, MARLA MADIS"
378,"COUNT NEFARIA, LUCHI"
379,"PLANTMAN/SAM SMITHER"
380,"SCARECROW/EBENEZER L"
381,"ZELDA"
382,"EEL/LEOPOLD STRYKE"
383,"CANTOR, VERA"
384,"PORCUPINE/ALEX GENTR"
385,"UNICORN/MYLOS MASARY"
386,"HENDERSHOOT, COLONEL"
387,"FREDERICKS, GENERAL"
388,"PENANCE/MONET ST. CR"
389,"SUPREME ONE"
390,"LUCIFER"
391,"UNUS THE UNTOUCHABLE"
392,"DOMINUS"
393,"MIMIC/CALVIN RANKIN"
394,"KUKULCAN/VIRAKO/QUET"
395,"TOLOC"
396,"RAMON"
397,"EL TIGRE"
398,"PUPPET MASTER/PHILLI"
399,"LOCUST"
400,"BANSHEE/SEAN CASSIDY"
401,"OGRE"
402,"SUPER-ADAPTOID/ALESS"
403,"LIVING MUMMY"
404,"HUMAN TORCH ANDROID/"
405,"BUCKY/BUCKY BARNES"
406,"DEAN, BETTY"
407,"U-MAN/MERRANO"
408,"CHURCHILL, SIR WINST"
409,"TORO/TOM RAYMOND"
410,"SPITFIRE/LADY JACQUE"
411,"WHIZZER/ROBERT L. FR"
412,"RED SKULL/JOHANN SCH"
413,"BARON STRUCKER/WOLFG"
414,"PRENTISS, BETTY DEAN"
415,"HORTON, PROFESSOR PH"
416,"FITZPATRICK, WILL"
417,"UNION JACK II/BRIAN "
418,"JACK FROST/"
419,"MISS AMERICA/MADELIN"
420,"THIN MAN/BRUCE DICKS"
421,"RED RAVEN"
422,"KRIEGHUND, COL."
423,"PATRIOT/JEFF MACE"
424,"BLUE DIAMOND/PROFESS"
425,"UNION JACK/LORD MONT"
426,"BARON BLOOD/JOHN FAL"
427,"ZAWADI"
428,"BLOODSTONE/ULYSSES B"
429,"GORGILLA"
430,"GROTTU"
431,"MOLE MAN/HARVEY RUPE"
432,"MAKKARI/MIKE KHARY/I"
433,"ZINOVIEV, IVAN"
434,"KRO [DEVIANT]"
435,"VALKIN"
436,"GIGANTUS"
437,"GEORGE, DAVID LLOYD"
438,"DELGADO, FATHER"
439,"CLOAK/TYRONE JOHNSON"
440,"MAYHEM/DET. BRIGID O"
441,"DAGGER/TANDY BOWEN"
442,"HEATER DELIGHT"
443,"STARFOX/EROS"
444,"RADIOACTIVE MAN/DR. "
445,"MANDARIN"
446,"TAURUS/CORNELIUS VAN"
447,"ERWIN, MORLEY"
448,"SIF"
449,"VOLLA"
450,"CASE, COL. PRESTON"
451,"PERRIKUS"
452,"BRADLEY, HANK"
453,"COLLINS, DEMITRIUS"
454,"KINCAID, DR. JANE FO"
455,"DESTROYER III"
456,"FAIRMONT, AMANDA MAN"
457,"FURY, COL. NICHOLAS "
458,"AQUARIUS II/"
459,"LEO/DANIEL RADFORD"
460,"VIRGO/ELAINE MCLAUGH"
461,"ARIES II/GROVER RAYM"
462,"SCORPIO II"
463,"PISCES/NOAH PERRICON"
464,"GEMINI/JOSHUA LINK"
465,"CANCER/JACK KLEVENO"
466,"SAGITTARIUS/HARLAN V"
467,"LIBRA/GUSTAV BRANDT"
468,"CAPRICORN/WILLARD WE"
469,"VIBRO/DR. FRANCIS VI"
470,"BROTHERS GRIMM II/BA"
471,"MORLEY"
472,"STANE, OBADIAH"
473,"MASTER MOLD II"
474,"MASTER MOLD III"
475,"GILBERTI, ROSE"
476,"CREED, GRAYDON"
477,"BRIDGE, GEORGE WASHI"
478,"KRAGG, GEN."
479,"BRICKMAN, SEN. MILES"
480,"MAJESTON ZELIA"
481,"ADVA"
482,"DIAMOND, CHUCKY"
483,"KINCAID, DR. KEITH"
484,"FERRARI, CONNIE"
485,"CHAKARA, KANU"
486,"CHAKARA, MADAN"
487,"MOSLEY, WARDEN"
488,"KLAW/ULYSSES KLAW"
489,"LYJA LAZERFIST [SKRU"
490,"DEVLOR"
491,"VIBRAXAS/N'KANO"
492,"RICHARDS, NATHANIEL"
493,"PSI-LORD/FRANKLIN BE"
494,"ANT-MAN II/SCOTT HAR"
495,"KRISTOFF/KRISTOFF VE"
496,"HUNTARA/MARY ELIZABE"
497,"WHITE TIGER/HECTOR A"
498,"SHA SHAN"
499,"TARANTULA/ANTON MIGU"
500,"LIGHTMASTER/EDWARD L"
501,"KRAVEN THE HUNTER/SE"
502,"MORGAN"
503,"HITMAN/LT. BURT KENY"
504,"KLINE, MR."
505,"CRANDAL, BEN"
506,"GUARDSMAN/KEVIN O'BR"
507,"RODGERS, MARIANNE"
508,"SITWELL, JASPER"
509,"SLASHER"
510,"DEMITRIUS"
511,"BYRD, SEN. HARRINGTO"
512,"WHITE DRAGON"
513,"NIGHT PHANTOM II"
514,"KA-ZAR/KEVIN PLUNDER"
515,"BILLUPS, AGENT"
516,"PROTOCIDE/PRIVATE CL"
517,"ZABU"
518,"PLUNDER, ADAM KYLE M"
519,"MANNING, DR."
520,"SHANNA/SHANNA O'HARA"
521,"FIREBRAND/GARY GILBE"
522,"RAMIREZ, JAVIER"
523,"DAYTRIPPER/AMANDA SE"
524,"NIGHTCRAWLER/KURT WA"
525,"GOG III"
526,"MAGOG II"
527,"ARIZE"
528,"QUARK"
529,"MOJO"
530,"GAMBIT/REMY LEBEAU "
531,"MAJOR DOMO"
532,"FORGE"
533,"SHAW, SHINOBI"
534,"BISHOP /"
535,"KINE, BENEDICT"
536,"PAYGE, REEVA"
537,"KAUR, BENAZIR"
538,"VAUGHAN, MRS."
539,"BETELHEIM, NORMA"
540,"QUASAR III/WENDELL V"
541,"ORIGIN/PHYLLIS TWOMB"
542,"VAUGHAN, GAYLE"
543,"BALLANTINE, KAYLA"
544,"UNBEING/BILLY BETELH"
545,"WHIZZER II/STANLEY S"
546,"ARCANNA/ARCANNA JONE"
547,"KRONOS"
548,"EON"
549,"DR. SPECTRUM/JOSEPH "
550,"TANAKA, KENJIRO"
551,"LADY LARK/LINDA LEWI"
552,"GARFIELD, MURRAY"
553,"SHAPE"
554,"HYPERION"
555,"SERGEI"
556,"MAELSTROM/MALCOLM ST"
557,"JACK OF HEARTS/JACK "
558,"POWER PRINCESS/ZARDA"
559,"LACOSTE, RAE"
560,"RHODES, MR."
561,"LOCOMOTIVE BREATH/LA"
562,"GUNSHIP/CARY ROUNTRE"
563,"JOSEPH, SHEVA"
564,"MANTONE, JORGE"
565,"SANCTION/AARON"
566,"SEGAR, OWEN"
567,"DRAGONFLY/VERONICA D"
568,"OVERMIND/GROM"
569,"4-D MAN/MERCURIO"
570,"BI-BEAST II"
571,"EGO-PRIME"
572,"STRANGER"
573,"JAKAR"
574,"SHANGA"
575,"CHARM"
576,"TRUTH"
577,"BEAUTY"
578,"HAYWIRE/"
579,"STARDUST/T'URIN G'AR"
580,"ROCKET RACCOON"
581,"KRAKOA"
582,"TEN FOR"
583,"DIAMONDHEAD/DYKER"
584,"FLASH/BARRY ALLEN/BU"
585,"SUPER SABRE/MARTIN F"
586,"WHIZZER III/JAMES SA"
587,"RUNNER"
588,"CAPTAIN MARVEL II/MO"
589,"HALFLIFE"
590,"ATLAS"
591,"MINERVA [KREE]"
592,"CAPTAIN BRITAIN/BRIA"
593,"USAGENT/CAPTAIN JOHN"
594,"MEGGAN"
595,"WIDGET"
596,"MODRED THE MYSTIC"
597,"PHOENIX III/RACHEL S"
598,"REJECT/RAN-SAK [DEVI"
599,"MASTER ELO"
600,"TUTINAX"
601,"BLOOD BROTHERS"
602,"ELO"
603,"SUNDOWN/DR. DAVE LOW"
604,"VANISHER"
605,"D'ANGELO, LIEUTENANT"
606,"NOVA II/FRANKIE RAYE"
607,"OBLITERATOR [ELDER]"
608,"SHALLA BAL II"
609,"CONTEMPLATOR/TATH KI"
610,"BOUNTY II"
611,"BLOODY MARY"
612,"ANDERSON, BAXTER"
613,"SUPER SKRULL/KL'RT"
614,"REPTYL"
615,"EMPRESS S'BYLL [SKRU"
616,"RONAN THE ACCUSER [K"
617,"MIDNIGHT/M'NAI"
618,"SUPREME INTELLIGENCE"
619,"SWITZLER, BEVERLY"
620,"HOWARD THE DUCK"
621,"HUNTER, LANCE"
622,"BRADDOCK, JAMES JR. "
623,"CALLAGHAN, JAMES"
624,"DR. SYNNE"
625,"ROSS, COURTNEY"
626,"FRASER, DET. KATE"
627,"TANNER, JACKO"
628,"BOOMERANG/FRED MYERS"
629,"JONES, RICHARD MILHO"
630,"TALBOT, GLENN"
631,"MAD VIKING/KNUT CAIN"
632,"DELPHI"
633,"ANNIHILUS"
634,"LEEDS, NED"
635,"BROMWELL, DR."
636,"ROSENTHAL, BERNIE"
637,"ANELLE"
638,"GRIMM, JAKE"
639,"MYSTERIO/QUENTIN BEC"
640,"BIG MAN/FREDERICK FO"
641,"FANCY DAN"
642,"MONTANA"
643,"OX"
644,"TERRAX II/TYROS"
645,"ZARRKO, ARTHUR"
646,"CANNONBALL/JACK PULV"
647,"GAMBONNO, ERNESTO"
648,"PAGE, KAREN"
649,"BRUTO THE STRONGMAN/"
650,"RINGMASTER/MAYNARD T"
651,"GAMBONNO, LUIGI"
652,"NELSON, FRANKLIN FOG"
653,"EVANS, DORIS"
654,"WARREN, MR."
655,"CHAMELEON/DMITRI SME"
656,"SHADOWCAT/KATHERINE "
657,"LOCKHEED"
658,"KNIGHT ERRANT/MATSON"
659,"ICON/DR. U'MBAYA A'K"
660,"THOMAS, COMMANDER DA"
661,"CERISE II [SHI'AR]"
662,"AHAB/RORY CAMPBELL"
663,"SHADOWCAT 2013"
664,"MANIPULATOR/"
665,"STINGER II/"
666,"DUGAN, TIMOTHY ALOYI"
667,"RAMIREZ, ALMA"
668,"GENUARDI, MR."
669,"RAMIREZ, LUIS"
670,"RAMIREZ, MARTA"
671,"BOLT, COUNCILMAN AND"
672,"OXNARD, PHIL"
673,"RAMIREZ, ROSA"
674,"KORVAC, MICHAEL"
675,"ASTROVIK, NORMA"
676,"BINARY/CAROL DANVERS"
677,"TWO-GUN KID"
678,"GYRICH, HENRY PETER"
679,"COLLECTOR/TANELEER T"
680,"CAPTAIN MARVEL/CAPTA"
681,"HERA/AUGUSTINE JONES"
682,"CARINA/CARINA WALTER"
683,"ZEUS"
684,"BROWN, LAURA"
685,"NEVILLE, KATE"
686,"MACKENZIE, AL"
687,"WOO, JIMMY"
688,"MAD DOG/COLONEL BUZZ"
689,"DE LA FONTAINE, CONT"
690,"MADAME HYDRA VI"
691,"JONES, GABE"
692,"PIERCE, ALEXANDER GO"
693,"QUARTERMAIN, CLAY"
694,"GAFF/SIDNEY E. LEVIN"
695,"RUNCITER, GAIL"
696,"MS. MARVEL II/SHARON"
697,"KOENIG, ERIC"
698,"BLACK KNIGHT V/DANE "
699,"NEPHRI"
700,"APOCALYPSE/EN SABAH "
701,"OZYMANDIAS"
702,"OSIRIS"
703,"LOGOS"
704,"BAAL"
705,"PHARAOH RAMA-TUT"
706,"KRISTA"
707,"BALDER [ASGARDIAN]"
708,"GRANT, SILAS"
709,"TANA NILE"
710,"HILDEGARDE [ASGARDIA"
711,"ULIK"
712,"DEATH-STALKER"
713,"HELLSTORM/DAIMON HEL"
714,"BLAZE, ROXANNE SIMPS"
715,"STUNT-MASTER/GEORGE "
716,"SATAN/MARDU KURIOS"
717,"ORB"
718,"REYNOLDS, KATHERINE"
719,"LEGION"
720,"ROMA"
721,"TRAPSTER/PETER PETRU"
722,"MAGMA II/JONATHAN DA"
723,"MARTINELLI, VINCENT "
724,"MOOMJI, INDRIES"
725,"CORTEZ, FABIAN"
726,"TRIATHLON/DELROY GAR"
727,"HUXLEY, DR. ALDA"
728,"CARGIL/JOANNA CARGIL"
729,"SCANNER II"
730,"VOGHT, AMELIA"
731,"SENYAKA"
732,"REM-RAM/"
733,"DEVEREAUX, MICHELLE"
734,"BARNACLE/"
735,"STATIC"
736,"BOERKE, MAYOR"
737,"KLEINSTOCK, HARLAN"
738,"KLEINSTOCK, SVEN"
739,"PROJECTOR/"
740,"SPOOR/ANDREW HAMISH "
741,"SUVOROV, ADMIRAL GRI"
742,"HALLER, GABRIELLE"
743,"SCHEMER/RICHARD FISK"
744,"JAMESON, COL. JOHN "
745,"SMITH, JOE"
746,"ANCIENT ONE"
747,"DR. STRANGER YET"
748,"APPALLA"
749,"BLACK KNIGHT V STATU"
750,"DIABLO/ESTEBAN DE AB"
751,"SUZIE"
752,"JONES, MARLO CHANDLE"
753,"QUASIMODO"
754,"HULK III/BRUCE BANNE"
755,"NOMAD III/JACK MONRO"
756,"MACLAIN, DR. MYRON"
757,"MADCAP"
758,"DEATH ADDER"
759,"ROTH, ARNIE"
760,"SISTER AGONY"
761,"SISTER DEATH"
762,"SISTER DREAM"
763,"MOTHER SUPERIOR"
764,"SISTER PLEASURE/SCAR"
765,"FALCON/SAM WILSON"
766,"BLACK CROW/JESSE BLA"
767,"BURLEY, MIKE"
768,"DOVER, DONNA-LEE"
769,"KRAA"
770,"COOPER, ROGER CAPS"
771,"RIDER, GLORIA"
772,"JAYE-FIRESTONE, GING"
773,"RIDER, ROBERT ROBBIE"
774,"RIDER, CHARLES"
775,"DILLON, BERNIE"
776,"CONDOR"
777,"POWERHOUSE/RIEG DAVA"
778,"SIDEWINDER/SETH VOEL"
779,"PRINCESS PYTHON/ZELD"
780,"CONSTRICTOR/FRANK PA"
781,"ARMADILLO/ANTONIO RO"
782,"MALUS, DR. KARL"
783,"SAYGE"
784,"SPHINX"
785,"CAPTAIN MARVEL III/G"
786,"NEBULA"
787,"BETA RAY BILL"
788,"BLACKBODY"
789,"DARK COUNSEL/VARTU"
790,"YLA"
791,"KHIRN"
792,"HYNNIT"
793,"HARQUIS TEY"
794,"UNI-LORD"
795,"CRIX"
796,"ALIST"
797,"JYX"
798,"JUSUR"
799,"TEI"
800,"GRAND OVERSEER"
801,"REI"
802,"MIBA"
803,"FIM"
804,"YURGE"
805,"PYRAKH, COMMANDER"
806,"NURIL"
807,"IZZIFIZZ"
808,"OJANI"
809,"TYN-DARMUTH"
810,"GRUX"
811,"PRADDA FOL"
812,"JURIAS"
813,"HUNKIR"
814,"SKOOKA"
815,"VORZEN"
816,"HYZAKTL"
817,"UR-LINI"
818,"QIRMET"
819,"STRACU"
820,"UNIT 101101"
821,"SZARKUS"
822,"HRILL"
823,"OUTRIDER/OCLIN UWIR "
824,"VYREK"
825,"SHAMAN/MICHAEL TWOYO"
826,"OMEGA II"
827,"POWER, MARGARET"
828,"POWER, DR. JIM"
829,"COUNTERWEIGHT/JACK P"
830,"FRIDAY"
831,"LIGHTSPEED/JULIE POW"
832,"COUNTERWEIGHT II/KAT"
833,"CLOWN/CRAFTY ELIOT F"
834,"LIVEWIRE/RANCE PREST"
835,"LEADER/SAM STERNS"
836,"SOMMERS, APRIL"
837,"ABSORBING MAN/CARL C"
838,"DOC SAMSON/DR. LEONA"
839,"LANN"
840,"TYRANNUS"
841,"PRINCE REY"
842,"KOFI [KYMELLIAN]"
843,"JARELLA"
844,"PSYKLOP"
845,"STAR-STALKER"
846,"NEBULON"
847,"NORRISS, JACK"
